Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
calvinrobinson,calvinrobinson,,0,0,0,0,0,0,0,0
misszimunya1,misszimunya1,,0,0,0,0,0,0,0,0
catherine_mayer,catherine_mayer,,0,0,0,0,0,0,0,0
katewilliamsme,katewilliamsme,,0,0,0,0,17,3,0,3
fanofprincephil,fanofprincephil,,0,0,0,0,0,0,0,0
russincheshire,russincheshire,,0,0,0,0,0,0,0,0
garlicfred,garlicfred,,0,0,0,0,0,0,0,0
fashionandfaith,fashionandfaith,,0,0,0,0,0,0,0,0
forbes,forbes,,0,0,0,0,0,0,0,0
drydenweb,drydenweb,,0,0,0,0,0,0,0,0
shimlahp007,shimlahp007,,0,0,0,0,0,0,0,0
viewfromitaly,viewfromitaly,,0,0,0,0,0,0,0,0
mrharrycole,mrharrycole,,0,0,0,0,0,0,0,0
kanuti70653537,kanuti70653537,,0,0,0,0,0,0,0,0
jobeta4,jobeta4,,0,0,0,0,0,0,0,0
aya23821448,aya23821448,,0,0,0,0,0,0,0,0
snigskitchen,snigskitchen,,0,0,0,0,0,0,0,0
tatsujinuk,tatsujinuk,,0,0,0,0,0,0,0,0
summer62boomer,summer62boomer,,0,0,0,0,0,0,0,0
avavaughn,avavaughn,,0,0,0,0,0,0,0,0
byetwit,byetwit,,0,0,0,0,0,0,0,0
swanage123,swanage123,,0,0,0,0,0,0,0,0
plverratti,plverratti,,0,0,0,0,0,0,0,0
dcwatch20,dcwatch20,,0,0,0,0,0,0,0,0
sussexsquadp,sussexsquadp,,0,0,0,0,0,0,0,0
74finewine,74finewine,,0,0,0,0,0,0,0,0
agathawhisker,agathawhisker,,0,0,0,0,0,0,0,0
julesnewaddy,julesnewaddy,,0,0,0,0,0,0,0,0
legalydarvey,legalydarvey,,0,0,0,0,0,0,0,0
recruitsrhuman2,recruitsrhuman2,,0,0,0,0,0,0,0,0
matiamouwn,matiamouwn,,0,0,0,0,0,0,0,0
ap,ap,,0,0,0,0,0,0,0,0
meghansmole,meghansmole,,0,0,0,0,0,0,0,0
dgreenemachine,dgreenemachine,,0,0,0,0,0,0,0,0
schaekay1,schaekay1,,0,0,0,0,0,0,0,0
badkarma4liars,badkarma4liars,,0,0,0,0,0,0,0,0
badmom46773791,badmom46773791,,0,0,0,0,0,0,0,0
grundytv,grundytv,,0,0,0,0,0,0,0,0
buju_bandit,buju_bandit,,0,0,0,0,0,0,0,0
hirst_gail,hirst_gail,,0,0,0,0,0,0,0,0
7trg6,7trg6,,0,0,0,0,0,0,0,0
ctvnews,ctvnews,,0,0,0,0,0,0,0,0
havendalegirl,havendalegirl,,0,0,0,0,0,0,0,0
thequeenmeghanm,thequeenmeghanm,,0,0,0,0,0,0,0,0
pigsty96452169,pigsty96452169,,2,0.8,0.875,0,9,0,3,3
mirrortv,mirrortv,,0,0,0,0,0,0,0,0
satellitegrid,satellitegrid,,0,0,0,0,0,0,0,0
ravenofdespair,ravenofdespair,,0,0,0,0,0,0,0,0
mirrorceleb,mirrorceleb,,0,0,0,0,0,0,0,0
beatrice356,beatrice356,,0,0,0,0,0,0,0,0
maxjlhardy,maxjlhardy,,0,0,0,0,0,0,0,0
sichovin,sichovin,,0,0,0,0,0,0,0,0
moresome72,moresome72,,0,0,0,0,0,0,0,0
queenofuk11,queenofuk11,,0,0,0,0,0,0,0,0
defencehq,defencehq,,0,0,0,0,0,0,0,0
2lim_n3ddy,2lim_n3ddy,,0,0,0,0,0,0,0,0
sherylunderwood,sherylunderwood,,0,0,0,0,0,0,0,0
meghansmeyhive,meghansmeyhive,,0,0,0,0,0,0,0,0
republicstaff,republicstaff,,0,0,0,0,0,0,0,0
donlemon,donlemon,,0,0,0,0,0,0,0,0
onlysussexes,onlysussexes,,0,0,0,0,0,0,0,0
dazzlegal,dazzlegal,,0,0,0,0,0,0,0,0
irfanlive,irfanlive,,0,0,0,0,0,0,0,0
jasonrego4,jasonrego4,,0,0,0,0,0,0,0,0
larrydisgusted,larrydisgusted,,0,0,0,0,0,0,0,0
toadmeister,toadmeister,,0,0,0,0,0,0,0,0
bceyre22,bceyre22,,0,0,0,0,0,0,0,0
femi_sorry,femi_sorry,,0,0,0,0,0,0,0,0
oprahdaily,oprahdaily,,0,0,0,0,0,0,0,0
righteousness71,righteousness71,,1,1,1,0,3,0,1,1
africadeclassi1,africadeclassi1,,0,0,0,0,0,0,0,0
ladybossangie77,ladybossangie77,,0,0,0,0,0,0,0,0
slynnen,slynnen,,0,0,0,0,0,0,0,0
foxnews,foxnews,,0,0,0,0,0,0,0,0
tabooyou2,tabooyou2,,1,1,1,3.5,1,1,1,2
gail_winters,gail_winters,,0,0,0,0,0,0,0,0
friendotpod,friendotpod,,0,0,0,0,0,0,0,0
halfcupofcoffee,halfcupofcoffee,,0,0,0,0,0,0,0,0
twig9876,twig9876,,0,0,0,0,0,0,0,0
marghan8,marghan8,,0,0,0,0,0,0,0,0
twit_generic,twit_generic,,0,0,0,0,0,0,0,0
chynkwo,chynkwo,,0,0,0,0,0,0,0,0
olaf1962,olaf1962,,0,0,0,0,0,0,0,0
indictpotus45,indictpotus45,,0,0,0,0,0,0,0,0
nobbspaddy,nobbspaddy,,0,0,0,0,0,0,0,0
krtn_will,krtn_will,,0,0,0,0,0,0,0,0
nickistern,nickistern,,0,0,0,0,0,0,0,0
bellissimaroyal,bellissimaroyal,,0,0,0,0,0,0,0,0
zoobomax,zoobomax,,0,0,0,0,0,0,0,0
abcnews,abcnews,,0,0,0,0,0,0,0,0
luluinthefl,luluinthefl,,0,0,0,0,0,0,0,0
mrstevenallen,mrstevenallen,,0,0,0,0,0,0,0,0
comicssolvprobs,comicssolvprobs,,0,0,0,0,0,0,0,0
cambridgegarden,cambridgegarden,,0,0,0,0,0,0,0,0
loveforcambridg,loveforcambridg,,0,0,0,0,0,0,0,0
bpositive33,bpositive33,,0,0,0,0,0,0,0,0
willx023,willx023,,0,0,0,0,0,0,0,0
marisolcassis1,marisolcassis1,,0,0,0,0,0,0,0,0
bubbakate,bubbakate,,0,0,0,0,0,0,0,0
its_likethis,its_likethis,,0,0,0,0,0,0,0,0
cafemom,cafemom,,0,0,0,0,0,0,0,0
rujutaashah,rujutaashah,,0,0,0,0,0,0,0,0
dittybagzbaby,dittybagzbaby,,0,0,0,0,0,0,0,0
nationalpost,nationalpost,,0,0,0,0,0,0,0,0
teamsussex,teamsussex,,0,0,0,0,0,0,0,0
twitt3rr4nt,twitt3rr4nt,,0,0,0,0,0,0,0,0
grneyedgirlie,grneyedgirlie,,0,0,0,0,0,0,0,0
kittywi26648603,kittywi26648603,,0,0,0,0,0,0,0,0
blakewayjoanne,blakewayjoanne,,0,0,0,0,0,0,0,0
680news,680news,,0,0,0,0,0,0,0,0
vacuousness,vacuousness,,0,0,0,0,0,0,0,0
marcuskelson,marcuskelson,,0,0,0,0,0,0,0,0
alcala_ligia,alcala_ligia,,0,0,0,0,0,0,0,0
noticierovv,noticierovv,,0,0,0,0,0,0,0,0
mariabr44021683,mariabr44021683,,0,0,0,0,0,0,0,0
hopehun01848341,hopehun01848341,,0,0,0,0,0,0,0,0
alineinti,alineinti,,0,0,0,0,0,0,0,0
writershealth,writershealth,,0,0,0,0,0,0,0,0
garytrowsdale,garytrowsdale,,0,0,0,0,0,0,0,0
fellowmarkw,fellowmarkw,,0,0,0,0,0,0,0,0
cpnstarkiller,cpnstarkiller,,0,0,0,0,0,0,0,0
samanthajheath1,samanthajheath1,,0,0,0,0,0,0,0,0
lillyputin,lillyputin,,0,0,0,0,0,0,0,0
liloo19650780,liloo19650780,,0,0,0,0,0,0,0,0
manfrmyorkshire,manfrmyorkshire,,0,0,0,0,0,0,0,0
dumielauxepices,dumielauxepices,,0,0,0,0,0,0,0,0
parsleylelion,parsleylelion,,0,0,0,0,0,0,0,0
nursediane2020,nursediane2020,,0,0,0,0,0,0,0,0
marielouiselu,marielouiselu,,0,0,0,0,0,0,0,0
conray36,conray36,,0,0,0,0,0,0,0,0
kapadiashipra,kapadiashipra,,0,0,0,0,0,0,0,0
dibber_roy,dibber_roy,,0,0,0,0,0,0,0,0
logical1966,logical1966,,0,0,0,0,0,0,0,0
dailystar,dailystar,,0,0,0,0,7,3,0,3
janetwinslow11,janetwinslow11,,0,0,0,0,0,0,0,0
wtxnews,wtxnews,,0,0,0,0,0,0,0,0
voicepoverty,voicepoverty,,0,0,0,0,0,0,0,0
smifffyd,smifffyd,,0,0,0,0,0,0,0,0
28naughty,28naughty,,0,0,0,0,0,0,0,0
franzprusse,franzprusse,,0,0,0,0,0,0,0,0
nniesham,nniesham,,0,0,0,0,0,0,0,0
woldslinx,woldslinx,,0,0,0,0,0,0,0,0
archhazmeg,archhazmeg,,0,0,0,0,0,0,0,0
nicolathorp_,nicolathorp_,,0,0,0,0,0,0,0,0
bovaryscomplnt,bovaryscomplnt,,0,0,0,0,0,0,0,0
mathilda_xyz,mathilda_xyz,,0,0,0,0,0,0,0,0
lynnluse,lynnluse,,0,0,0,0,0,0,0,0
sifill_ldf,sifill_ldf,,0,0,0,0,0,0,0,0
michael74419596,michael74419596,,0,0,0,0,0,0,0,0
ch_2014,ch_2014,,0,0,0,0,0,0,0,0
undercoverwell,undercoverwell,,0,0,0,0,0,0,0,0
banglaviral,banglaviral,,0,0,0,0,0,0,0,0
news24,news24,,0,0,0,0,0,0,0,0
amorhannah98,amorhannah98,,0,0,0,0,0,0,0,0
stainerjulie,stainerjulie,,0,0,0,0,0,0,0,0
englishcoastuk,englishcoastuk,,0,0,0,0,0,0,0,0
lizziecassidy3,lizziecassidy3,,0,0,0,0,0,0,0,0
_maximus2008,_maximus2008,,0,0,0,0,0,0,0,0
elhamiid,elhamiid,,0,0,0,0,0,0,0,0
markles40912517,markles40912517,,0,0,0,0,0,0,0,0
bearjr57,bearjr57,,0,0,0,0,0,0,0,0
baronessbruck,baronessbruck,,0,0,0,0,0,0,0,0
perry_t,perry_t,,2,0.52,0.538462,23.5,13,1,1,2
adamskeeeee,adamskeeeee,,0,0,0,0,0,0,0,0
sandy_bart,sandy_bart,,0,0,0,0,0,0,0,0
kaz70949137,kaz70949137,,0,0,0,0,0,0,0,0
linda19392982,linda19392982,,0,0,0,0,0,0,0,0
sussexvc,sussexvc,,0,0,0,0,0,0,0,0
corma2stewart,corma2stewart,,0,0,0,0,0,0,0,0
muhammadmokaev,muhammadmokaev,,0,0,0,0,0,0,0,0
chelsienussey,chelsienussey,,0,0,0,0,0,0,0,0
esa_celebnews,esa_celebnews,,0,0,0,0,0,0,0,0
marieclairejr,marieclairejr,,0,0,0,0,0,0,0,0
niamatrafiqi,niamatrafiqi,,0,0,0,0,0,0,0,0
dinewithdani,dinewithdani,,0,0,0,0,0,0,0,0
samreed5000,samreed5000,,0,0,0,0,0,0,0,0
ntsikasaunty,ntsikasaunty,,0,0,0,0,0,0,0,0
garth7garth,garth7garth,,0,0,0,0,0,0,0,0
rogerferriz,rogerferriz,,0,0,0,0,0,0,0,0
inthecutzine,inthecutzine,,0,0,0,0,0,0,0,0
beewilde2,beewilde2,,1,1,1,0,1,0,2,2
juttermanning,juttermanning,,0,0,0,0,0,0,0,0
uk_domain_names,uk_domain_names,,0,0,0,0,0,0,0,0
moi998877,moi998877,,0,0,0,0,0,0,0,0
janpric81432709,janpric81432709,,0,0,0,0,0,0,0,0
nahidalaei,nahidalaei,,0,0,0,0,0,0,0,0
marycra60237311,marycra60237311,,0,0,0,0,0,0,0,0
podsave,podsave,,0,0,0,0,0,0,0,0
al_talks,al_talks,,2,0.6,0.666667,0,16,0,2,2
prince_scarf,prince_scarf,,0,0,0,0,0,0,0,0
meafter4,meafter4,,0,0,0,0,0,0,0,0
sytweetgirl,sytweetgirl,,0,0,0,0,0,0,0,0
dulaneykimberly,dulaneykimberly,,0,0,0,0,0,0,0,0
embo_31,embo_31,,0,0,0,0,0,0,0,0
wns_benkerin,wns_benkerin,,0,0,0,0,0,0,0,0
catman94313928,catman94313928,,0,0,0,0,0,0,0,0
thedamagereport,thedamagereport,,0,0,0,0,0,0,0,0
pierrettey,pierrettey,,0,0,0,0,0,0,0,0
ejeancarroll,ejeancarroll,,0,0,0,0,0,0,0,0
khiva1,khiva1,,0,0,0,0,0,0,0,0
frvonk,frvonk,,0,0,0,0,0,0,0,0
sholamos1,sholamos1,,0,0,0,0,0,0,0,0
girltema,girltema,,0,0,0,0,0,0,0,0
hlibraryoflife,hlibraryoflife,,0,0,0,0,0,0,0,0
cbs,cbs,,0,0,0,0,0,0,0,0
theperezhilton,theperezhilton,,0,0,0,0,0,0,0,0
ukinusa,ukinusa,,0,0,0,0,0,0,0,0
wheelsofthesyst,wheelsofthesyst,,0,0,0,0,0,0,0,0
duchessmeg2,duchessmeg2,,0,0,0,0,0,0,0,0
anarchyforall1,anarchyforall1,,0,0,0,0,0,0,0,0
brittanygadoury,brittanygadoury,,0,0,0,0,0,0,0,0
kgfcoffeegirl,kgfcoffeegirl,,0,0,0,0,0,0,0,0
halfadams,halfadams,,0,0,0,0,0,0,0,0
micahxxl,micahxxl,,0,0,0,0,0,0,0,0
theview,theview,,0,0,0,0,0,0,0,0
peopleafteru,peopleafteru,,0,0,0,0,0,0,0,0
anna72279454,anna72279454,,0,0,0,0,0,0,0,0
honestgirl76,honestgirl76,,0,0,0,0,0,0,0,0
abtr2017,abtr2017,,0,0,0,0,0,0,0,0
lolsysl,lolsysl,,0,0,0,0,0,0,0,0
alo1616,alo1616,,0,0,0,0,0,0,0,0
cantmakethizup,cantmakethizup,,0,0,0,0,18,0,0,0
jan_sarson,jan_sarson,,0,0,0,0,0,0,0,0
liya44303652,liya44303652,,0,0,0,0,0,0,0,0
regina_nestor,regina_nestor,,0,0,0,0,0,0,0,0
consciouscrus8,consciouscrus8,,0,0,0,0,0,0,0,0
billmaher,billmaher,,0,0,0,0,0,0,0,0
richydee,richydee,,0,0,0,0,0,0,0,0
7eights2nine10,7eights2nine10,,0,0,0,0,0,0,0,0
ot_ford,ot_ford,,0,0,0,0,0,0,0,0
borisjohnson,borisjohnson,,0,0,0,0,0,0,0,0
blanchi07,blanchi07,,0,0,0,0,0,0,0,0
chiedbry,chiedbry,,0,0,0,0,0,0,0,0
amandajplatell,amandajplatell,,0,0,0,0,0,0,0,0
galgeelong,galgeelong,,0,0,0,0,0,0,0,0
jococo20,jococo20,,0,0,0,0,0,0,0,0
toucheadrian,toucheadrian,,0,0,0,0,0,0,0,0
samanth26469668,samanth26469668,,0,0,0,0,0,0,0,0
greenevy,greenevy,,0,0,0,0,0,0,0,0
meghanmarkle81,meghanmarkle81,,0,0,0,0,0,0,0,0
backqe,backqe,,0,0,0,0,0,0,0,0
markhumphries,markhumphries,,0,0,0,0,0,0,0,0
stixnstones6,stixnstones6,,0,0,0,0,0,0,0,0
gavinwilliamson,gavinwilliamson,,0,0,0,0,0,0,0,0
sweetpotato12,sweetpotato12,,0,0,0,0,0,0,0,0
lostcuriously,lostcuriously,,0,0,0,0,0,0,0,0
dirtyempath,dirtyempath,,0,0,0,0,0,0,0,0
blondarrow,blondarrow,,0,0,0,0,0,0,0,0
markwil95839368,markwil95839368,,0,0,0,0,0,0,0,0
shoba_rao,shoba_rao,,0,0,0,0,0,0,0,0
mashua,mashua,,0,0,0,0,0,0,0,0
mommasaysobama,mommasaysobama,,0,0,0,0,0,0,0,0
tategurutv,tategurutv,,0,0,0,0,0,0,0,0
rangamberi,rangamberi,,0,0,0,0,0,0,0,0
katesussexrgp,katesussexrgp,,0,0,0,0,0,0,0,0
joewfoley,joewfoley,,0,0,0,0,0,0,0,0
chickjewish,chickjewish,,0,0,0,0,0,0,0,0
pariszozo,pariszozo,,0,0,0,0,0,0,0,0
simchamodupe,simchamodupe,,0,0,0,0,0,0,0,0
bunmiezoeradioo,bunmiezoeradioo,,0,0,0,0,0,0,0,0
oadelano1,oadelano1,,0,0,0,0,0,0,0,0
zevryn1,zevryn1,,0,0,0,0,0,0,0,0
taylorswift13,taylorswift13,,0,0,0,0,0,0,0,0
gui_btn,gui_btn,,0,0,0,0,0,0,0,0
tf1,tf1,,0,0,0,0,0,0,0,0
jg35580758,jg35580758,,0,0,0,0,0,0,0,0
dolandeclares,dolandeclares,,0,0,0,0,0,0,0,0
govsherazkhan,govsherazkhan,,0,0,0,0,0,0,0,0
walkingmuch,walkingmuch,,0,0,0,0,0,0,0,0
officialrobbier,officialrobbier,,0,0,0,0,0,0,0,0
dee09371086,dee09371086,,0,0,0,0,0,0,0,0
melody22m,melody22m,,0,0,0,0,0,0,0,0
traylorholmes,traylorholmes,,0,0,0,0,0,0,0,0
jasebyjason,jasebyjason,,0,0,0,0,0,0,0,0
famevixen,famevixen,,0,0,0,0,0,0,0,0
nuttshunny,nuttshunny,,0,0,0,0,0,0,0,0
namshushu1,namshushu1,,0,0,0,0,0,0,0,0
unitedbabestv,unitedbabestv,,0,0,0,0,0,0,0,0
ma_dlamini_,ma_dlamini_,,0,0,0,0,0,0,0,0
generalmeow61,generalmeow61,,0,0,0,0,0,0,0,0
panderoona,panderoona,,0,0,0,0,0,0,0,0
prettykitty_,prettykitty_,,0,0,0,0,0,0,0,0
podcastsnews,podcastsnews,,0,0,0,0,0,0,0,0
jackma,jackma,,0,0,0,0,0,0,0,0
medicgist,medicgist,,0,0,0,0,0,0,0,0
mreteachs,mreteachs,,0,0,0,0,0,0,0,0
reignkin,reignkin,,0,0,0,0,0,0,0,0
canadian_mom73,canadian_mom73,,0,0,0,0,0,0,0,0
royalfamilyitnp,royalfamilyitnp,,0,0,0,0,0,0,0,0
ridiculouspoppy,ridiculouspoppy,,0,0,0,0,0,0,0,0
missskitttin,missskitttin,,0,0,0,0,0,0,0,0
cmhconsulting,cmhconsulting,,0,0,0,0,0,0,0,0
nytimes,nytimes,,0,0,0,0,0,0,0,0
jerryfalwelljrp,jerryfalwelljrp,,0,0,0,0,0,0,0,0
thr,thr,,0,0,0,0,0,0,0,0
b0redj0rd,b0redj0rd,,0,0,0,0,0,0,0,0
daenerys1417,daenerys1417,,0,0,0,0,0,0,0,0
tartannancy,tartannancy,,0,0,0,0,0,0,0,0
tickdurpin,tickdurpin,,0,0,0,0,0,0,0,0
etnow,etnow,,0,0,0,0,0,0,0,0
ulieroyers,ulieroyers,,0,0,0,0,0,0,0,0
sophie_everine,sophie_everine,,0,0,0,0,0,0,0,0
ivegottabeef,ivegottabeef,,0,0,0,0,0,0,0,0
joycesm02125704,joycesm02125704,,0,0,0,0,0,0,0,0
cosmiccassiemc,cosmiccassiemc,,0,0,0,0,0,0,0,0
ittisisara,ittisisara,,0,0,0,0,0,0,0,0
xoxoleigh1,xoxoleigh1,,0,0,0,0,0,0,0,0
gingerfelix,gingerfelix,,0,0,0,0,0,0,0,0
archewellbaby,archewellbaby,,0,0,0,0,0,0,0,0
henryscousin,henryscousin,,0,0,0,0,0,0,0,0
myecloset,myecloset,,0,0,0,0,0,0,0,0
todaynewsafrica,todaynewsafrica,,0,0,0,0,0,0,0,0
yarathatchic,yarathatchic,,0,0,0,0,0,0,0,0
radar_online,radar_online,,0,0,0,0,0,0,0,0
nationofjason,nationofjason,,0,0,0,0,0,0,0,0
juarezciudadano,juarezciudadano,,0,0,0,0,0,0,0,0
revista_clase,revista_clase,,0,0,0,0,0,0,0,0
keshav2436,keshav2436,,0,0,0,0,0,0,0,0
marthamaccallum,marthamaccallum,,0,0,0,0,0,0,0,0
jimfitzpatrick,jimfitzpatrick,,0,0,0,0,0,0,0,0
sussexprincess,sussexprincess,,0,0,0,0,0,0,0,0
everydayameric7,everydayameric7,,5,0.295918,0.36954,51,9,1,3,4
carmengranddau1,carmengranddau1,,0,0,0,0,0,0,0,0
ajusting9,ajusting9,,0,0,0,0,0,0,0,0
vbspurs,vbspurs,,0,0,0,0,0,0,0,0
reuters,reuters,,0,0,0,0,0,0,0,0
chris_manno,chris_manno,,0,0,0,0,0,0,0,0
galafr,galafr,,0,0,0,0,0,0,0,0
cornwallnicki,cornwallnicki,,0,0,0,0,0,0,0,0
holdmyhalo,holdmyhalo,,0,0,0,0,0,0,0,0
surprisedwhy,surprisedwhy,,0,0,0,0,0,0,0,0
canadanews_b,canadanews_b,,0,0,0,0,0,0,0,0
captainteag,captainteag,,0,0,0,0,0,0,0,0
tryptich1,tryptich1,,0,0,0,0,0,0,0,0
kellythe1st,kellythe1st,,0,0,0,0,0,0,0,0
peepme_this,peepme_this,,0,0,0,0,0,0,0,0
bernie75019,bernie75019,,0,0,0,0,0,0,0,0
thomassotto,thomassotto,,0,0,0,0,0,0,0,0
fran_neena20409,fran_neena20409,,0,0,0,0,0,0,0,0
mdnij34,mdnij34,,0,0,0,0,0,0,0,0
katesrangers,katesrangers,,0,0,0,0,0,0,0,0
suesued,suesued,,0,0,0,0,0,0,0,0
goodbuddykirk,goodbuddykirk,,0,0,0,0,0,0,0,0
snugglebutty63,snugglebutty63,,0,0,0,0,0,0,0,0
strongwrite,strongwrite,,0,0,0,0,0,0,0,0
beyondmoutains,beyondmoutains,,0,0,0,0,0,0,0,0
icunoitall,icunoitall,,0,0,0,0,0,0,0,0
safronprice,safronprice,,0,0,0,0,0,0,0,0
k_korvus,k_korvus,,0,0,0,0,0,0,0,0
sussex__archive,sussex__archive,,0,0,0,0,0,0,0,0
shawntenorth,shawntenorth,,5,0.313131,0.359677,0,9,0,2,2
waynedupreeshow,waynedupreeshow,,0,0,0,0,0,0,0,0
sallylongarm,sallylongarm,,0,0,0,0,0,0,0,0
kaiseratcb,kaiseratcb,,0,0,0,0,0,0,0,0
neelamcrosscom,neelamcrosscom,,0,0,0,0,0,0,0,0
regina42530670,regina42530670,,0,0,0,0,0,0,0,0
charbrown20,charbrown20,,7,0.202128,0.234524,38,3,1,1,2
tennisfanv3,tennisfanv3,,0,0,0,0,0,0,0,0
donald26631410,donald26631410,,0,0,0,0,0,0,0,0
siggystardust80,siggystardust80,,0,0,0,0,0,0,0,0
soapsyandsudsy,soapsyandsudsy,,0,0,0,0,0,0,0,0
winterfell_home,winterfell_home,,0,0,0,0,0,0,0,0
iamnoyes,iamnoyes,,0,0,0,0,0,0,0,0
kzyouknow,kzyouknow,,0,0,0,0,0,0,0,0
_15597_,_15597_,,0,0,0,0,0,0,0,0
suzanne77560800,suzanne77560800,,0,0,0,0,0,0,0,0
beigemaxi,beigemaxi,,8,0.178261,0.229878,0,3,0,2,2
amusawale,amusawale,,0,0,0,0,0,0,0,0
alexeiromanov13,alexeiromanov13,,0,0,0,0,0,0,0,0
dionysuslilipu1,dionysuslilipu1,,0,0,0,0,0,0,0,0
sjpandey123,sjpandey123,,0,0,0,0,0,0,0,0
the_hip_review,the_hip_review,,0,0,0,0,0,0,0,0
h24news_celebs,h24news_celebs,,0,0,0,0,0,0,0,0
sam_northampton,sam_northampton,,0,0,0,0,0,0,0,0
anthony41806183,anthony41806183,,0,0,0,0,0,0,0,0
pinkydonaldson,pinkydonaldson,,0,0,0,0,0,0,0,0
cheekyblinder11,cheekyblinder11,,0,0,0,0,0,0,0,0
beserioususa,beserioususa,,0,0,0,0,0,0,0,0
comms24_c24,comms24_c24,,0,0,0,0,0,0,0,0
catturd2,catturd2,,0,0,0,0,0,0,0,0
juliahb1,juliahb1,,0,0,0,0,0,0,0,0
sivadierjulie,sivadierjulie,,0,0,0,0,0,0,0,0
zeze_bee,zeze_bee,,0,0,0,0,0,0,0,0
willow__bella,willow__bella,,0,0,0,0,0,0,0,0
ann90335924,ann90335924,,1,1,1,0,17,0,3,3
harpersbazaarus,harpersbazaarus,,0,0,0,0,17,4,0,4
shethepeoplene1,shethepeoplene1,,0,0,0,0,0,0,0,0
francesilo,francesilo,,0,0,0,0,0,0,0,0
nanetteisa,nanetteisa,,0,0,0,0,0,0,0,0
carcoo1,carcoo1,,0,0,0,0,0,0,0,0
everydayrobsten,everydayrobsten,,0,0,0,0,0,0,0,0
aragonanit,aragonanit,,0,0,0,0,0,0,0,0
darrenboyb,darrenboyb,,2,0.666667,0.75,0,9,0,1,1
zandi68859553,zandi68859553,,0,0,0,0,0,0,0,0
starlightshine7,starlightshine7,,0,0,0,0,0,0,0,0
shush421,shush421,,0,0,0,0,0,0,0,0
rhenrhenna,rhenrhenna,,0,0,0,0,0,0,0,0
briteye2000,briteye2000,,0,0,0,0,0,0,0,0
glinch2_mc,glinch2_mc,,0,0,0,0,0,0,0,0
lynnpur81932090,lynnpur81932090,,0,0,0,0,0,0,0,0
romy_isback,romy_isback,,0,0,0,0,0,0,0,0
kathybryson,kathybryson,,0,0,0,0,0,0,0,0
louiswalshxfact,louiswalshxfact,,0,0,0,0,0,0,0,0
sunitathind,sunitathind,,0,0,0,0,0,0,0,0
windyrising,windyrising,,0,0,0,0,0,0,0,0
smjb31,smjb31,,0,0,0,0,0,0,0,0
mrssosbourne,mrssosbourne,,0,0,0,0,0,0,0,0
shaforama,shaforama,,0,0,0,0,0,0,0,0
thehill,thehill,,0,0,0,0,0,0,0,0
simoncambridge,simoncambridge,,0,0,0,0,0,0,0,0
parksimoff,parksimoff,,0,0,0,0,0,0,0,0
gayletapscott,gayletapscott,,0,0,0,0,0,0,0,0
golub_harvey,golub_harvey,,0,0,0,0,0,0,0,0
discoverygraham,discoverygraham,,0,0,0,0,0,0,0,0
picverthaineux,picverthaineux,,0,0,0,0,0,0,0,0
tracymaughan8,tracymaughan8,,0,0,0,0,0,0,0,0
meghanmarkleorg,meghanmarkleorg,,0,0,0,0,0,0,0,0
mattp867,mattp867,,0,0,0,0,0,0,0,0
iluvspringtime,iluvspringtime,,0,0,0,0,0,0,0,0
petemorristwit,petemorristwit,,0,0,0,0,1,4,0,4
twittersupport,twittersupport,,0,0,0,0,0,0,0,0
traceybrownlive,traceybrownlive,,0,0,0,0,0,0,0,0
britishbrownrf,britishbrownrf,,0,0,0,0,0,0,0,0
youreallmad,youreallmad,,0,0,0,0,0,0,0,0
buggie1225,buggie1225,,0,0,0,0,0,0,0,0
charlichaddy,charlichaddy,,0,0,0,0,0,0,0,0
akansan63,akansan63,,0,0,0,0,0,0,0,0
wb1967borders,wb1967borders,,1,1,1,0,1,0,2,2
aboutdre3,aboutdre3,,0,0,0,0,0,0,0,0
maralargearse,maralargearse,,0,0,0,0,0,0,0,0
crustilye,crustilye,,0,0,0,0,0,0,0,0
princes11277865,princes11277865,,0,0,0,0,0,0,0,0
maggiemobrules,maggiemobrules,,0,0,0,0,0,0,0,0
nightbird1024,nightbird1024,,0,0,0,0,0,0,0,0
melissasavenko,melissasavenko,,0,0,0,0,0,0,0,0
canglitz,canglitz,,0,0,0,0,0,0,0,0
lisa_wilkinson,lisa_wilkinson,,0,0,0,0,0,0,0,0
pornemichaels,pornemichaels,,0,0,0,0,0,0,0,0
ozzyhell,ozzyhell,,0,0,0,0,0,0,0,0
etpanache,etpanache,,0,0,0,0,0,0,0,0
vittart75,vittart75,,0,0,0,0,0,0,0,0
nepalnewseng,nepalnewseng,,0,0,0,0,0,0,0,0
maamasboy,maamasboy,,0,0,0,0,0,0,0,0
voguemagazine,voguemagazine,,0,0,0,0,0,0,0,0
ladyblue1337,ladyblue1337,,0,0,0,0,0,0,0,0
occitanie0411,occitanie0411,,0,0,0,0,0,0,0,0
colette93858190,colette93858190,,0,0,0,0,0,0,0,0
marklebots,marklebots,,2,0.666667,0.75,0,13,0,2,2
garyrumbell,garyrumbell,,0,0,0,0,0,0,0,0
_selbyzuma,_selbyzuma,,0,0,0,0,0,0,0,0
thestatewatcher,thestatewatcher,,0,0,0,0,0,0,0,0
flaj913,flaj913,,0,0,0,0,0,0,0,0
loveforsussexs,loveforsussexs,,0,0,0,0,0,0,0,0
westminsterwag,westminsterwag,,0,0,0,0,0,0,0,0
